Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Volkswagen Golf,2014-12,Universalas,6 250 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",308 377 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-29739939.html
Volkswagen Golf,2011-04,Hečbekas,6 250 €,Dyzelinas,Automatinė,"2.0 l., 125 kW",254 170 km,Kėdainiai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2011-dyzelinas-30038759.html
Volkswagen Golf,2016-09,Universalas,6 500 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",284 569 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2016-dyzelinas-29996709.html
Volkswagen Golf,2016-02,Universalas,6 500 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",266 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2016-dyzelinas-28707031.html
Volkswagen Golf,2014-09,Universalas,6 699 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",307 400 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-29921463.html
Volkswagen Golf,2015-03,Universalas,6 700 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",317 431 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2015-dyzelinas-29944619.html
Volkswagen Golf,2013-08,Universalas,6 750 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",257 251 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-29872356.html
Volkswagen Golf,2013-03,Universalas,6 900 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",306 500 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-29921361.html
Volkswagen Golf,2013-11,Hečbekas,6 900 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",230 951 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2013-dyzelinas-29863606.html
Volkswagen Golf,2016,Universalas,6 990 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2016-dyzelinas-29586929.html
Volkswagen Golf,2015-12,Universalas,7 100 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",300 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2015-dyzelinas-29115171.html
Volkswagen Golf,2018-11,Universalas,7 800 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",269 819 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2018-dyzelinas-29958659.html
Volkswagen Golf,2017-09,Hečbekas,7 899 €,Benzinas,Mechaninė,"1.4 l., 92 kW",225 334 km,Kretinga,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2017-benzinas-29899208.html
Volkswagen Golf,2015-10,Hečbekas,8 500 €,Benzinas / elektra,Automatinė,"1.4 l., 110 kW",283 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2015-benzinas-elektra-30046539.html
Volkswagen Golf,2018-04,Universalas,8 900 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",300 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2018-dyzelinas-29757839.html
Volkswagen Golf,2018-12,Universalas,8 999 €,Benzinas,Automatinė,125 kW,165 493 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-universalas-2018-benzinas-29921547.html
Volkswagen Golf,2018-04,Universalas,9 100 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",300 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2018-dyzelinas-29114609.html
Volkswagen Golf,2018,Universalas,9 400 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",254 343 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2018-dyzelinas-29001343.html
Volkswagen Golf,2018-11,Hečbekas,9 500 €,Benzinas,Mechaninė,"1.0 l., 85 kW",74 851 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2018-benzinas-29829368.html
Volkswagen Golf,2019-08,Universalas,9 650 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",206 736 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2019-dyzelinas-29878310.html
Volkswagen Golf,2014-06,Hečbekas,9 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",257 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2014-dyzelinas-30032003.html
Volkswagen Golf,2019-03,Universalas,9 990 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",159 363 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2019-dyzelinas-29914577.html
Volkswagen Golf,2019-06,Hečbekas,10 250 €,Benzinas,Automatinė,"1.0 l., 85 kW",166 692 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2019-benzinas-30020389.html
Volkswagen Golf,2018-05,Hečbekas,10 350 €,"Elektra, 36 kWh",Automatinė,"Elektra, 36 kWh",94 700 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-36-kwh-hecbekas-2018-elektra-29699931.html
Volkswagen Golf,2018-02,Hečbekas,10 700 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",246 459 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2018-dyzelinas-30009961.html
Volkswagen Golf,2014-05,Hečbekas,10 750 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",185 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2014-dyzelinas-29983161.html
Volkswagen Golf,2018-09,Hečbekas,10 750 €,Benzinas,Mechaninė,"1.0 l., 81 kW",90 000 km,Telšiai,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2018-benzinas-25465683.html
Volkswagen Golf,2016-06,Hečbekas,10 900 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",179 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2016-dyzelinas-28299778.html
Volkswagen Golf,2021-05,Universalas,11 300 €,Benzinas / elektra,Automatinė,"1.5 l., 96 kW",130 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2021-benzinas-elektra-30037859.html
Volkswagen Golf,2020-06,Universalas,11 990 €,Benzinas / dujos,Automatinė,"1.5 l., 96 kW",138 690 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2020-benzinas-dujos-29992715.html
Volkswagen Golf,2019-05,Universalas,11 990 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",211 900 km,Utena,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2019-dyzelinas-30012439.html
Volkswagen Golf,2018-03,Hečbekas,11 999 €,Benzinas,Automatinė,"1.4 l., 92 kW",176 065 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2018-benzinas-29921393.html
Volkswagen Golf,2018-08,Universalas,11 999 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",230 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2018-dyzelinas-29963479.html
Volkswagen Golf,2016-09,Hečbekas,12 980 €,Dyzelinas,Automatinė,"1.6 l., 81 kW",111 462 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2016-dyzelinas-29800977.html
Volkswagen Golf,2017-08,Hečbekas,12 999 €,Benzinas,Automatinė,"1.4 l., 92 kW",183 800 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2017-benzinas-29921449.html
Volkswagen Golf,2019-08,Hečbekas,13 900 €,"Elektra, 36 kWh",Automatinė,"Elektra, 36 kWh",47 229 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-36-kwh-hecbekas-2019-elektra-28736939.html
Volkswagen Golf,2019-11,Hečbekas,13 900 €,Benzinas,Automatinė,"1.5 l., 96 kW",129 938 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2019-benzinas-29708947.html
Volkswagen Golf,2022-09,Universalas,13 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",240 362 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2022-dyzelinas-30002119.html
Volkswagen Golf,2021-02,Universalas,14 300 €,Benzinas,Automatinė,"1.5 l., 110 kW",150 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2021-benzinas-30045411.html
Volkswagen Golf,2020-02,Universalas,14 750 €,Benzinas,Automatinė,"1.5 l., 110 kW",68 846 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2020-benzinas-30020333.html
Volkswagen Golf,2022,Hečbekas,14 900 €,Benzinas,Mechaninė,"1.5 l., 96 kW",89 602 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2022-benzinas-29639963.html
Volkswagen Golf,2020-07,Hečbekas,15 450 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",241 500 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2020-dyzelinas-29904988.html
Volkswagen Golf,2022-06,Hečbekas,15 500 €,Benzinas,Mechaninė,"1.5 l., 96 kW",58 287 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2022-benzinas-29639985.html
Volkswagen Golf,2020-10,Hečbekas,15 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",270 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2020-dyzelinas-29829408.html
Volkswagen Golf,2021-05,Universalas,16 750 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",152 326 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2021-dyzelinas-30028021.html
Volkswagen Golf,2020-12,Hečbekas,17 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",190 212 km,Telšiai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2020-dyzelinas-29583731.html
Volkswagen Golf,2021-11,Hečbekas,17 400 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",118 300 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2021-benzinas-elektra-29611265.html
Volkswagen Golf,2021-04,Universalas,17 485 €,Benzinas / dujos,Automatinė,"1.5 l., 110 kW",116 661 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2021-benzinas-dujos-29722591.html
Volkswagen Golf,2022-07,Hečbekas,17 908 €,Benzinas / elektra,Automatinė,"1.4 l., 180 kW",135 495 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2022-benzinas-elektra-30001471.html
Volkswagen Golf,2021,Hečbekas,18 000 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",79 000 km,Jonava,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2021-benzinas-elektra-29805621.html
Volkswagen Golf,2021-04,Hečbekas,18 450 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",107 536 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2021-benzinas-elektra-30020339.html
Volkswagen Golf,2020-07,Hečbekas,18 499 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",96 766 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2020-dyzelinas-29921495.html
Volkswagen Golf,2021-11,Universalas,18 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",143 433 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2021-dyzelinas-30048111.html
Volkswagen Golf,2018-05,Hečbekas,19 000 €,Benzinas,Automatinė,"2.0 l., 164 kW",57 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2018-benzinas-29715777.html
Volkswagen Golf,2021-04,Hečbekas,19 300 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",117 000 km,,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2021-benzinas-elektra-29694135.html
Volkswagen Golf,2018-12,Hečbekas,19 999 €,Benzinas,Automatinė,"2.0 l., 310 kW",225 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2018-benzinas-29900966.html
Volkswagen Golf,2022-10,Hečbekas,21 950 €,Benzinas / elektra,Automatinė,"1.4 l., 110 kW",131 951 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2022-benzinas-elektra-29962627.html
Volkswagen Golf,2024-06,Hečbekas,22 400 €,Benzinas,Automatinė,"1.5 l., 96 kW",45 738 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-29580057.html
Volkswagen Golf,2024-06,Hečbekas,22 400 €,Benzinas,Automatinė,"1.5 l., 96 kW",46 960 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-29710795.html
Volkswagen Golf,2024-06,Hečbekas,22 700 €,Benzinas,Automatinė,"1.5 l., 96 kW",39 371 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-29626485.html
Volkswagen Golf,2024-06,Hečbekas,22 700 €,Benzinas,Automatinė,"1.5 l., 96 kW",35 843 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-29710773.html
Volkswagen Golf,2024-11,Hečbekas,22 800 €,Benzinas,Automatinė,"1.5 l., 85 kW",25 754 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-29982283.html
Volkswagen Golf,2023-08,Hečbekas,22 900 €,Benzinas,Automatinė,"1.5 l., 110 kW",58 032 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2023-benzinas-29830802.html
Volkswagen Golf,2024-06,Hečbekas,23 000 €,Benzinas,Automatinė,"1.5 l., 96 kW",27 222 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2024-benzinas-29705789.html
Volkswagen Golf,2019-06,Hečbekas,25 500 €,Benzinas,Automatinė,"2.0 l., 213 kW",65 183 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2019-benzinas-29810725.html
Volkswagen Golf,2025,Hečbekas,"34 500 €
40 740 €",Benzinas / elektra,Automatinė,"1.5 l., 150 kW",10 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-hecbekas-2025-benzinas-elektra-29451088.html
Volkswagen Golf,2018-01,Hečbekas,8 000 €,Benzinas,Automatinė,"1.0 l., 81 kW",199 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2018-benzinas-30000105.html
Volkswagen Golf,2018-06,Hečbekas,11 500 €,Benzinas,Automatinė,"1.4 l., 92 kW",151 687 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2018-benzinas-30043557.html
Volkswagen Golf,2023-04,Hečbekas,13 900 €,Benzinas / elektra,Automatinė,"1.4 l., 180 kW",74 000 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2023-benzinas-elektra-30039397.html
Volkswagen Golf,2003-04,Hečbekas,1 238 €,Benzinas,Mechaninė,"1.4 l., 55 kW",223 000 km,Jurbarkas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2003-benzinas-28960973.html
Volkswagen Golf,2002,Hečbekas,1 400 €,Dyzelinas,Mechaninė,"1.9 l., 96 kW",397 200 km,Pasvalys,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2002-dyzelinas-29974531.html
Volkswagen Golf,2006,Hečbekas,1 600 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",241 211 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2006-dyzelinas-27516153.html
Volkswagen Golf,2008-09,Universalas,1 800 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",390 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2008-dyzelinas-30000905.html
Volkswagen Golf,2008-12,Universalas,1 800 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",350 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2008-dyzelinas-28235518.html
Volkswagen Golf,2007,Hečbekas,1 800 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",251 449 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2007-dyzelinas-29898402.html
Volkswagen Golf,2007,Universalas,1 850 €,Dyzelinas,Mechaninė,"1.9 l., 74 kW",310 000 km,Pasvalys,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2007-dyzelinas-30010787.html
Volkswagen Golf,2007-07,Universalas,1 950 €,Dyzelinas,Automatinė,"2.0 l., 103 kW",330 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2007-dyzelinas-30041461.html
Volkswagen Golf,2005-02,Hečbekas,2 100 €,Benzinas,Mechaninė,"2.0 l., 110 kW",330 080 km,Biržai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2005-benzinas-29988617.html
Volkswagen Golf,2010-07,Universalas,2 150 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",300 000 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2010-dyzelinas-30047883.html
Volkswagen Golf,2006-08,Hečbekas,2 350 €,Dyzelinas,Mechaninė,"2.0 l., 125 kW",437 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2006-dyzelinas-29959693.html
Volkswagen Golf,2008-05,Hečbekas,2 400 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",368 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2008-dyzelinas-30005333.html
Volkswagen Golf,2009-03,Hečbekas,2 500 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",253 479 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2009-dyzelinas-30040165.html
Volkswagen Golf,2006-05,Hečbekas,2 500 €,Benzinas,Automatinė,"1.6 l., 85 kW",305 000 km,Mažeikiai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2006-benzinas-29892394.html
